KOID	S07	S29	S34	S05	S08	S32
K11175	197.0	156.0	143.0	286.0	103.0	105.0
K11177	5.0	3.0	3.0	5.0	2.0	3.0
K11178	4.0	1.0	5.0	4.0	1.0	5.0
K11179	2.0	2.0	2.0	2.0	2.0	2.0
K11180	3.0	7.0	2.0	4.0	6.0	5.0
K11181	3.0	5.0	3.0	4.0	5.0	4.0
K11183	2.0	1.0	3.0	5.0	1.0	1.0
K11184	44.0	31.0	23.0	75.0	17.0	22.0
K11194	1.0	0.0	0.0	2.0	0.0	0.0
K11196	2.0	1.0	3.0	1.0	2.0	0.0
K11200	0.0	0.0	0.0	0.0	0.0	1.0
K11201	1.0	0.0	0.0	0.0	1.0	0.0
K11202	0.0	1.0	0.0	0.0	0.0	1.0
K11203	0.0	1.0	1.0	0.0	0.0	0.0
K11206	19.0	15.0	12.0	15.0	6.0	6.0
K11214	7.0	10.0	3.0	7.0	6.0	2.0
K11216	16.0	17.0	24.0	46.0	13.0	17.0
K11217	1.0	0.0	0.0	0.0	0.0	0.0
K11228	0.0	1.0	0.0	1.0	0.0	0.0
K11230	0.0	0.0	0.0	0.0	0.0	1.0
K11231	0.0	1.0	5.0	10.0	2.0	2.0
K11249	43.0	38.0	38.0	59.0	18.0	27.0
K11250	0.0	1.0	0.0	1.0	1.0	0.0
K11251	6.0	10.0	3.0	1.0	11.0	5.0
K11252	4.0	8.0	8.0	0.0	7.0	6.0
K11253	8.0	21.0	12.0	2.0	14.0	8.0
K11254	4.0	17.0	11.0	1.0	14.0	7.0
K11263	0.0	1.0	1.0	0.0	0.0	0.0
K11273	2.0	0.0	0.0	0.0	0.0	0.0
K11274	0.0	2.0	0.0	0.0	1.0	0.0
K11279	1.0	2.0	1.0	0.0	3.0	0.0
K11292	0.0	0.0	0.0	0.0	0.0	1.0
K11294	0.0	7.0	2.0	0.0	8.0	2.0
K11304	2.0	2.0	1.0	0.0	1.0	0.0
K11306	0.0	0.0	1.0	0.0	0.0	0.0
K11307	0.0	0.0	1.0	0.0	0.0	0.0
K11308	2.0	7.0	2.0	0.0	8.0	2.0
K11312	0.0	0.0	0.0	0.0	1.0	0.0
K11314	1.0	1.0	1.0	0.0	2.0	0.0
K11320	1.0	1.0	5.0	1.0	1.0	0.0
K11324	0.0	1.0	0.0	0.0	1.0	0.0
K11325	1.0	0.0	0.0	0.0	1.0	0.0
K11326	38.0	53.0	27.0	60.0	34.0	33.0
K11328	6.0	10.0	11.0	17.0	7.0	1.0
K11329	30.0	17.0	8.0	22.0	8.0	8.0
K11330	0.0	0.0	1.0	3.0	0.0	0.0
K11338	1.0	8.0	2.0	0.0	8.0	3.0
K11340	0.0	1.0	0.0	0.0	1.0	0.0
K11341	1.0	0.0	1.0	0.0	0.0	0.0
K11350	1.0	0.0	0.0	0.0	0.0	0.0
K11354	0.0	0.0	0.0	0.0	1.0	0.0
K11356	1.0	4.0	2.0	3.0	2.0	1.0
K11357	4.0	2.0	10.0	15.0	4.0	4.0
K11358	149.0	126.0	117.0	234.0	91.0	105.0
K11366	0.0	1.0	3.0	0.0	2.0	1.0
K11367	11.0	2.0	5.0	7.0	4.0	5.0
K11374	0.0	0.0	0.0	0.0	1.0	0.0
K11381	5.0	2.0	3.0	9.0	3.0	2.0
K11383	13.0	3.0	8.0	11.0	7.0	4.0
K11384	4.0	4.0	3.0	3.0	5.0	6.0
K11390	2.0	0.0	0.0	2.0	0.0	0.0
K11392	29.0	30.0	24.0	47.0	32.0	25.0
K11393	0.0	1.0	0.0	0.0	1.0	0.0
K11400	0.0	1.0	1.0	0.0	1.0	0.0
K11406	0.0	1.0	0.0	0.0	0.0	0.0
K11407	2.0	1.0	1.0	0.0	1.0	0.0
K11410	2.0	5.0	2.0	2.0	5.0	1.0
K11411	3.0	9.0	6.0	0.0	7.0	2.0
K11412	2.0	5.0	4.0	0.0	4.0	2.0
K11413	1.0	2.0	0.0	0.0	1.0	1.0
K11414	0.0	1.0	0.0	0.0	1.0	0.0
K11415	0.0	0.0	1.0	1.0	0.0	0.0
K11416	0.0	0.0	0.0	1.0	0.0	0.0
K11419	0.0	0.0	0.0	0.0	1.0	0.0
K11420	1.0	0.0	0.0	0.0	0.0	0.0
K11422	2.0	2.0	0.0	0.0	2.0	1.0
K11423	0.0	0.0	1.0	0.0	1.0	1.0
K11425	0.0	0.0	0.0	1.0	0.0	0.0
K11426	1.0	5.0	0.0	0.0	3.0	0.0
K11433	1.0	0.0	0.0	0.0	1.0	0.0
K11434	3.0	4.0	1.0	0.0	3.0	1.0
K11437	1.0	1.0	0.0	0.0	1.0	0.0
K11440	9.0	6.0	10.0	10.0	4.0	10.0
K11441	0.0	2.0	3.0	2.0	2.0	0.0
K11442	7.0	2.0	3.0	6.0	1.0	0.0
K11443	3.0	1.0	1.0	4.0	0.0	0.0
K11444	35.0	30.0	26.0	40.0	19.0	16.0
K11473	2.0	1.0	2.0	4.0	1.0	2.0
K11474	4.0	5.0	5.0	2.0	3.0	2.0
K11475	0.0	1.0	0.0	1.0	1.0	0.0
K11476	3.0	2.0	0.0	1.0	2.0	1.0
K11477	4.0	3.0	1.0	4.0	0.0	3.0
K11480	0.0	0.0	1.0	0.0	0.0	0.0
K11481	3.0	5.0	1.0	0.0	6.0	2.0
K11490	0.0	1.0	0.0	0.0	0.0	0.0
K11491	0.0	1.0	0.0	0.0	2.0	0.0
K11492	1.0	2.0	1.0	0.0	2.0	1.0
K11493	2.0	0.0	2.0	2.0	1.0	1.0
K11494	29.0	23.0	33.0	127.0	30.0	33.0
K11498	9.0	7.0	4.0	1.0	5.0	4.0
K11499	4.0	2.0	1.0	3.0	0.0	2.0
K11515	2.0	0.0	0.0	0.0	0.0	0.0
K11516	0.0	0.0	0.0	0.0	0.0	1.0
K11517	6.0	8.0	10.0	11.0	5.0	6.0
K11520	8.0	4.0	1.0	9.0	6.0	2.0
K11521	2.0	0.0	0.0	1.0	1.0	1.0
K11525	0.0	0.0	1.0	1.0	0.0	0.0
K11526	1.0	0.0	0.0	3.0	0.0	0.0
K11527	668.0	640.0	879.0	1485.0	365.0	435.0
K11529	54.0	48.0	102.0	104.0	32.0	35.0
K11530	1.0	0.0	0.0	1.0	0.0	0.0
K11531	6.0	7.0	10.0	12.0	6.0	9.0
K11533	0.0	1.0	1.0	0.0	1.0	0.0
K11534	4.0	2.0	2.0	6.0	8.0	1.0
K11535	4.0	1.0	1.0	2.0	2.0	1.0
K11536	5.0	1.0	4.0	6.0	2.0	1.0
K11537	45.0	61.0	36.0	72.0	51.0	39.0
K11538	0.0	0.0	0.0	0.0	1.0	0.0
K11539	0.0	0.0	0.0	1.0	0.0	0.0
K11540	29.0	40.0	27.0	48.0	25.0	19.0
K11541	19.0	14.0	12.0	18.0	12.0	16.0
K11583	4.0	5.0	1.0	0.0	4.0	2.0
K11584	3.0	10.0	4.0	0.0	10.0	7.0
K11587	2.0	0.0	0.0	0.0	0.0	0.0
K11592	1.0	12.0	3.0	1.0	6.0	4.0
K11593	0.0	1.0	0.0	0.0	0.0	1.0
K11594	6.0	7.0	1.0	1.0	7.0	4.0
K11600	0.0	1.0	0.0	0.0	1.0	0.0
K11601	3.0	3.0	3.0	2.0	1.0	1.0
K11602	1.0	0.0	0.0	0.0	0.0	1.0
K11603	0.0	1.0	0.0	0.0	0.0	0.0
K11604	1.0	5.0	3.0	5.0	0.0	1.0
K11605	1.0	0.0	1.0	1.0	0.0	0.0
K11606	1.0	1.0	0.0	1.0	0.0	0.0
K11607	1.0	0.0	3.0	0.0	1.0	1.0
K11608	0.0	0.0	0.0	1.0	1.0	0.0
K11610	0.0	3.0	0.0	2.0	0.0	0.0
K11614	4.0	0.0	3.0	5.0	2.0	2.0
K11615	9.0	7.0	4.0	9.0	7.0	5.0
K11616	13.0	11.0	10.0	6.0	4.0	4.0
K11617	6.0	8.0	3.0	11.0	3.0	1.0
K11618	30.0	25.0	18.0	33.0	12.0	12.0
K11621	1.0	1.0	0.0	1.0	1.0	0.0
K11623	0.0	0.0	1.0	0.0	0.0	1.0
K11624	12.0	7.0	5.0	20.0	3.0	7.0
K11625	0.0	2.0	0.0	0.0	1.0	0.0
K11626	5.0	5.0	3.0	6.0	6.0	4.0
K11628	2.0	1.0	1.0	0.0	0.0	1.0
K11629	2.0	4.0	1.0	1.0	3.0	2.0
K11630	0.0	1.0	0.0	2.0	0.0	1.0
K11631	59.0	30.0	35.0	83.0	21.0	31.0
K11632	11.0	7.0	9.0	19.0	9.0	7.0
K11633	1.0	0.0	0.0	0.0	0.0	0.0
K11634	2.0	1.0	2.0	2.0	1.0	1.0
K11635	2.0	0.0	1.0	6.0	0.0	2.0
K11636	0.0	1.0	0.0	0.0	0.0	0.0
K11637	9.0	1.0	3.0	6.0	2.0	2.0
K11639	2.0	2.0	3.0	5.0	0.0	2.0
K11640	1.0	2.0	2.0	1.0	0.0	0.0
K11641	15.0	8.0	11.0	13.0	9.0	10.0
K11642	0.0	0.0	0.0	0.0	1.0	0.0
K11643	1.0	3.0	4.0	2.0	0.0	1.0
K11645	11.0	11.0	12.0	11.0	7.0	10.0
K11646	2.0	2.0	2.0	1.0	1.0	1.0
K11647	1.0	6.0	3.0	4.0	5.0	6.0
K11649	0.0	0.0	0.0	1.0	0.0	0.0
K11652	0.0	0.0	0.0	0.0	1.0	0.0
K11654	12.0	22.0	7.0	8.0	21.0	11.0
K11661	3.0	10.0	4.0	2.0	5.0	3.0
K11662	0.0	1.0	0.0	0.0	1.0	1.0
K11665	11.0	13.0	10.0	15.0	11.0	4.0
K11681	0.0	2.0	1.0	0.0	3.0	1.0
K11684	1.0	0.0	0.0	0.0	1.0	0.0
K11687	0.0	0.0	0.0	0.0	0.0	1.0
K11688	18.0	15.0	15.0	23.0	12.0	8.0
K11689	0.0	0.0	1.0	0.0	0.0	0.0
K11690	169.0	164.0	147.0	184.0	111.0	105.0
K11691	1.0	1.0	1.0	1.0	0.0	2.0
K11692	4.0	3.0	1.0	4.0	5.0	0.0
K11693	10.0	3.0	7.0	20.0	6.0	4.0
K11694	6.0	1.0	1.0	7.0	0.0	0.0
K11695	0.0	1.0	2.0	3.0	0.0	1.0
K11703	0.0	0.0	0.0	0.0	1.0	0.0
K11707	1.0	1.0	0.0	2.0	0.0	0.0
K11708	0.0	1.0	0.0	1.0	1.0	0.0
K11709	0.0	1.0	0.0	1.0	1.0	0.0
K11710	1.0	1.0	1.0	4.0	0.0	3.0
K11713	1.0	0.0	0.0	0.0	1.0	0.0
K11715	0.0	0.0	0.0	0.0	1.0	0.0
K11717	129.0	149.0	103.0	220.0	117.0	106.0
K11718	1.0	13.0	4.0	0.0	17.0	9.0
K11720	36.0	21.0	13.0	19.0	21.0	11.0
K11721	0.0	0.0	0.0	0.0	1.0	0.0
K11722	1.0	5.0	1.0	0.0	5.0	1.0
K11724	0.0	7.0	0.0	0.0	2.0	1.0
K11725	0.0	0.0	1.0	0.0	0.0	0.0
K11728	0.0	1.0	1.0	0.0	1.0	0.0
K11729	2.0	2.0	2.0	1.0	1.0	0.0
K11733	3.0	3.0	1.0	5.0	5.0	4.0
K11734	0.0	0.0	0.0	0.0	0.0	1.0
K11735	0.0	1.0	2.0	0.0	0.0	0.0
K11736	1.0	0.0	1.0	1.0	0.0	0.0
K11737	6.0	5.0	3.0	5.0	8.0	4.0
K11740	0.0	1.0	0.0	1.0	0.0	1.0
K11741	16.0	18.0	11.0	14.0	11.0	9.0
K11742	1.0	1.0	1.0	0.0	0.0	1.0
K11743	1.0	1.0	1.0	0.0	0.0	1.0
K11744	15.0	10.0	4.0	8.0	9.0	5.0
K11746	4.0	1.0	1.0	2.0	2.0	1.0
K11747	10.0	8.0	8.0	12.0	10.0	3.0
K11748	1.0	0.0	0.0	1.0	0.0	0.0
K11749	274.0	225.0	204.0	396.0	171.0	137.0
K11751	97.0	84.0	66.0	109.0	54.0	44.0
K11752	124.0	120.0	84.0	161.0	86.0	85.0
K11753	230.0	200.0	174.0	323.0	159.0	136.0
K11754	277.0	247.0	220.0	402.0	184.0	156.0
K11755	114.0	102.0	105.0	193.0	72.0	74.0
K11778	1.0	3.0	3.0	2.0	1.0	0.0
K11781	0.0	2.0	0.0	0.0	0.0	0.0
K11782	4.0	6.0	5.0	4.0	4.0	3.0
K11784	6.0	16.0	8.0	12.0	7.0	8.0
K11785	5.0	9.0	6.0	10.0	6.0	5.0
K11786	1.0	0.0	0.0	1.0	2.0	0.0
K11787	0.0	5.0	1.0	3.0	4.0	1.0
K11788	0.0	0.0	0.0	1.0	0.0	1.0
K11789	0.0	1.0	0.0	0.0	0.0	0.0
K11803	0.0	1.0	1.0	0.0	1.0	0.0
K11805	1.0	5.0	2.0	0.0	3.0	1.0
K11806	2.0	5.0	4.0	1.0	5.0	3.0
K11808	0.0	1.0	0.0	3.0	3.0	3.0
K11809	0.0	1.0	1.0	0.0	1.0	0.0
K11810	1.0	0.0	0.0	0.0	0.0	0.0
K11814	0.0	0.0	1.0	1.0	1.0	1.0
K11815	0.0	0.0	0.0	0.0	1.0	0.0
K11819	3.0	3.0	2.0	4.0	1.0	0.0
K11824	3.0	8.0	1.0	0.0	8.0	4.0
K11825	0.0	0.0	1.0	0.0	0.0	0.0
K11826	2.0	4.0	4.0	0.0	3.0	3.0
K11827	1.0	1.0	0.0	0.0	2.0	0.0
K11832	0.0	0.0	0.0	0.0	1.0	0.0
K11833	1.0	1.0	0.0	0.0	0.0	0.0
K11835	7.0	18.0	2.0	0.0	14.0	4.0
K11836	1.0	5.0	1.0	0.0	6.0	2.0
K11837	2.0	1.0	1.0	0.0	0.0	1.0
K11838	7.0	25.0	5.0	0.0	19.0	2.0
K11839	1.0	7.0	0.0	0.0	4.0	2.0
K11840	2.0	17.0	5.0	0.0	17.0	3.0
K11841	1.0	0.0	0.0	0.0	0.0	0.0
K11842	0.0	0.0	0.0	0.0	2.0	0.0
K11843	3.0	3.0	1.0	0.0	2.0	1.0
K11847	0.0	3.0	0.0	0.0	1.0	0.0
K11848	0.0	6.0	0.0	0.0	2.0	1.0
K11852	0.0	0.0	0.0	0.0	1.0	0.0
K11853	3.0	20.0	2.0	0.0	12.0	7.0
K11855	1.0	1.0	0.0	0.0	4.0	1.0
K11856	0.0	3.0	1.0	0.0	1.0	0.0
K11857	4.0	6.0	1.0	0.0	7.0	2.0
K11858	2.0	0.0	0.0	0.0	0.0	0.0
K11866	0.0	3.0	1.0	0.0	1.0	0.0
K11869	0.0	1.0	0.0	0.0	0.0	0.0
K11883	1.0	0.0	0.0	0.0	1.0	0.0
K11884	1.0	1.0	1.0	0.0	2.0	0.0
K11891	0.0	0.0	1.0	1.0	0.0	0.0
K11892	1.0	1.0	0.0	0.0	1.0	0.0
K11893	0.0	0.0	2.0	0.0	0.0	0.0
K11896	2.0	0.0	2.0	1.0	1.0	0.0
K11900	1.0	0.0	3.0	4.0	0.0	0.0
K11901	1.0	0.0	1.0	1.0	0.0	0.0
K11903	0.0	0.0	1.0	1.0	0.0	0.0
K11904	9.0	8.0	6.0	6.0	10.0	5.0
K11905	0.0	0.0	1.0	1.0	0.0	0.0
K11907	3.0	1.0	4.0	3.0	0.0	0.0
K11912	6.0	5.0	3.0	7.0	8.0	3.0
K11913	0.0	1.0	0.0	0.0	0.0	0.0
K11914	1.0	0.0	0.0	0.0	0.0	0.0
K11915	5.0	4.0	4.0	9.0	4.0	4.0
K11916	0.0	0.0	0.0	2.0	0.0	1.0
K11917	1.0	0.0	0.0	1.0	1.0	0.0
K11921	65.0	76.0	63.0	82.0	53.0	42.0
K11922	6.0	3.0	1.0	8.0	1.0	0.0
K11924	3.0	1.0	0.0	3.0	1.0	0.0
K11927	27.0	47.0	53.0	52.0	28.0	25.0
K11928	169.0	127.0	152.0	247.0	102.0	103.0
K11931	13.0	17.0	24.0	41.0	6.0	10.0
K11936	15.0	14.0	10.0	16.0	14.0	9.0
K11938	0.0	3.0	3.0	1.0	4.0	1.0
K11939	3.0	2.0	2.0	3.0	2.0	2.0
K11941	1.0	1.0	0.0	1.0	0.0	0.0
K11951	0.0	0.0	0.0	1.0	0.0	2.0
K11952	1.0	0.0	0.0	0.0	1.0	0.0
K11953	1.0	0.0	0.0	0.0	1.0	0.0
K11954	1.0	2.0	0.0	0.0	0.0	0.0
K11956	0.0	0.0	0.0	1.0	1.0	1.0
K11957	0.0	0.0	0.0	1.0	0.0	1.0
K11958	1.0	0.0	1.0	1.0	1.0	0.0
K11959	3.0	4.0	4.0	4.0	4.0	2.0
K11960	2.0	6.0	2.0	3.0	2.0	1.0
K11961	2.0	7.0	3.0	4.0	2.0	1.0
K11962	2.0	2.0	1.0	3.0	2.0	2.0
K11963	2.0	2.0	2.0	5.0	1.0	0.0
K11968	0.0	4.0	2.0	0.0	6.0	1.0
K11971	0.0	4.0	0.0	0.0	3.0	1.0
K11972	0.0	1.0	0.0	0.0	0.0	1.0
K11973	0.0	2.0	0.0	0.0	0.0	0.0
K11976	0.0	3.0	1.0	0.0	3.0	2.0
K11977	0.0	0.0	1.0	0.0	0.0	0.0
K11978	2.0	0.0	0.0	0.0	0.0	0.0
K11986	1.0	0.0	0.0	0.0	0.0	0.0
K11991	251.0	193.0	164.0	335.0	141.0	111.0
K11996	7.0	10.0	5.0	12.0	8.0	2.0
K11997	0.0	0.0	1.0	0.0	0.0	0.0
K12033	1.0	0.0	0.0	0.0	0.0	0.0
K12035	2.0	3.0	2.0	5.0	3.0	1.0
K12047	6.0	9.0	3.0	8.0	6.0	5.0
K12053	2.0	0.0	0.0	1.0	0.0	0.0
K12057	2.0	0.0	0.0	1.0	0.0	1.0
K12058	2.0	0.0	0.0	2.0	0.0	0.0
K12060	2.0	0.0	0.0	1.0	0.0	1.0
K12063	16.0	11.0	13.0	16.0	7.0	9.0
K12070	2.0	0.0	0.0	1.0	0.0	0.0
K12071	1.0	0.0	0.0	2.0	0.0	0.0
K12072	2.0	0.0	0.0	0.0	0.0	0.0
K12090	2.0	2.0	2.0	3.0	1.0	1.0
K12093	0.0	1.0	0.0	0.0	0.0	1.0
K12108	0.0	1.0	0.0	0.0	0.0	1.0
K12111	100.0	68.0	79.0	130.0	58.0	49.0
K12113	4.0	1.0	5.0	3.0	4.0	4.0
K12130	1.0	0.0	0.0	0.0	0.0	0.0
K12132	371.0	289.0	253.0	573.0	245.0	194.0
K12137	48.0	31.0	28.0	53.0	23.0	25.0
K12138	1.0	2.0	0.0	3.0	0.0	1.0
K12139	3.0	1.0	0.0	2.0	0.0	2.0
K12141	25.0	16.0	15.0	17.0	17.0	7.0
K12142	0.0	1.0	0.0	0.0	1.0	0.0
K12146	6.0	2.0	2.0	4.0	6.0	3.0
K12152	1.0	1.0	0.0	1.0	0.0	0.0
K12158	1.0	4.0	2.0	0.0	2.0	2.0
K12164	3.0	3.0	4.0	2.0	8.0	3.0
K12165	0.0	2.0	2.0	0.0	3.0	2.0
K12166	1.0	1.0	1.0	0.0	0.0	0.0
K12168	0.0	0.0	1.0	0.0	0.0	0.0
K12169	0.0	1.0	0.0	0.0	2.0	0.0
K12172	1.0	0.0	0.0	0.0	1.0	0.0
K12176	0.0	1.0	0.0	0.0	2.0	0.0
K12178	0.0	1.0	0.0	0.0	0.0	0.0
K12179	0.0	1.0	0.0	0.0	1.0	1.0
K12188	0.0	0.0	0.0	0.0	1.0	0.0
K12189	1.0	0.0	0.0	0.0	0.0	0.0
K12190	0.0	1.0	0.0	0.0	0.0	0.0
K12193	2.0	0.0	0.0	0.0	2.0	1.0
K12196	6.0	12.0	8.0	1.0	8.0	1.0
K12197	3.0	3.0	2.0	0.0	4.0	2.0
K12201	0.0	0.0	0.0	0.0	0.0	1.0
K12232	1.0	0.0	1.0	0.0	0.0	1.0
K12233	0.0	1.0	2.0	0.0	0.0	2.0
K12234	0.0	0.0	1.0	0.0	0.0	0.0
K12235	0.0	0.0	0.0	1.0	0.0	0.0
K12236	0.0	2.0	0.0	0.0	3.0	1.0
K12238	0.0	0.0	0.0	0.0	0.0	1.0
K12239	0.0	0.0	0.0	0.0	0.0	2.0
K12240	6.0	2.0	2.0	4.0	1.0	3.0
K12243	1.0	0.0	0.0	0.0	0.0	0.0
K12251	79.0	82.0	47.0	108.0	60.0	40.0
K12252	2.0	0.0	0.0	1.0	0.0	1.0
K12254	0.0	0.0	1.0	1.0	0.0	0.0
K12255	0.0	1.0	0.0	1.0	1.0	0.0
K12256	0.0	2.0	0.0	0.0	0.0	0.0
K12257	86.0	72.0	52.0	104.0	69.0	42.0
K12261	3.0	1.0	4.0	1.0	4.0	0.0
K12264	186.0	177.0	145.0	261.0	121.0	95.0
K12265	0.0	1.0	1.0	0.0	0.0	0.0
K12266	8.0	7.0	9.0	14.0	3.0	2.0
K12267	29.0	28.0	19.0	36.0	21.0	21.0
K12268	11.0	7.0	3.0	3.0	6.0	1.0
K12269	16.0	8.0	2.0	6.0	5.0	2.0
K12270	1.0	0.0	1.0	0.0	1.0	0.0
K12272	1.0	0.0	0.0	0.0	0.0	0.0
K12292	3.0	3.0	2.0	6.0	3.0	2.0
K12294	2.0	1.0	0.0	0.0	1.0	1.0
K12295	1.0	1.0	0.0	2.0	1.0	2.0
K12297	5.0	14.0	9.0	18.0	8.0	10.0
K12298	0.0	1.0	0.0	5.0	0.0	0.0
K12299	2.0	2.0	2.0	3.0	1.0	2.0
K12308	143.0	90.0	92.0	189.0	80.0	55.0
K12309	48.0	41.0	34.0	53.0	29.0	31.0
K12316	7.0	4.0	2.0	4.0	5.0	5.0
K12317	14.0	5.0	9.0	19.0	5.0	1.0
K12321	1.0	0.0	0.0	0.0	0.0	0.0
K12326	1.0	1.0	1.0	0.0	1.0	1.0
K12339	2.0	2.0	4.0	3.0	4.0	2.0
K12340	28.0	24.0	15.0	19.0	14.0	15.0
K12343	19.0	31.0	18.0	37.0	22.0	15.0
K12344	3.0	1.0	1.0	0.0	0.0	1.0
K12345	1.0	0.0	0.0	0.0	0.0	0.0
K12354	0.0	0.0	1.0	0.0	0.0	1.0
K12357	8.0	4.0	8.0	5.0	6.0	2.0
K12368	101.0	110.0	81.0	120.0	68.0	61.0
K12369	107.0	89.0	90.0	129.0	75.0	54.0
K12370	79.0	94.0	65.0	110.0	57.0	52.0
K12371	5.0	8.0	10.0	14.0	3.0	5.0
K12372	10.0	8.0	7.0	11.0	5.0	7.0
K12373	163.0	165.0	123.0	188.0	124.0	99.0
K12374	18.0	14.0	12.0	20.0	13.0	12.0
K12375	6.0	5.0	5.0	5.0	1.0	4.0
K12376	5.0	7.0	3.0	5.0	2.0	3.0
K12381	2.0	2.0	2.0	4.0	2.0	2.0
K12391	7.0	4.0	1.0	2.0	6.0	2.0
K12392	12.0	7.0	7.0	0.0	4.0	8.0
K12393	6.0	9.0	1.0	0.0	5.0	1.0
K12394	4.0	5.0	0.0	0.0	3.0	2.0
K12396	3.0	9.0	3.0	1.0	5.0	1.0
K12397	4.0	4.0	1.0	2.0	4.0	2.0
K12398	0.0	1.0	0.0	0.0	0.0	1.0
K12399	0.0	0.0	0.0	0.0	0.0	1.0
K12400	0.0	3.0	0.0	0.0	2.0	1.0
K12402	0.0	3.0	1.0	0.0	2.0	1.0
K12403	0.0	1.0	1.0	0.0	2.0	1.0
K12405	3.0	5.0	4.0	3.0	3.0	2.0
K12406	0.0	0.0	0.0	0.0	1.0	1.0
K12408	0.0	1.0	0.0	1.0	0.0	0.0
K12409	16.0	27.0	24.0	36.0	18.0	16.0
K12410	261.0	214.0	179.0	368.0	162.0	145.0
K12417	0.0	1.0	0.0	1.0	1.0	0.0
K12421	0.0	0.0	1.0	1.0	0.0	0.0
K12422	0.0	0.0	0.0	1.0	0.0	0.0
K12423	1.0	2.0	1.0	0.0	4.0	2.0
K12426	0.0	1.0	0.0	0.0	0.0	0.0
K12428	0.0	2.0	1.0	0.0	1.0	1.0
K12430	1.0	0.0	0.0	0.0	1.0	0.0
K12431	0.0	5.0	0.0	0.0	1.0	1.0
K12432	0.0	1.0	0.0	0.0	0.0	0.0
K12433	2.0	1.0	0.0	1.0	2.0	0.0
K12434	0.0	0.0	0.0	0.0	1.0	1.0
K12435	0.0	3.0	3.0	1.0	0.0	0.0
K12436	0.0	2.0	0.0	0.0	0.0	1.0
K12437	0.0	1.0	0.0	0.0	0.0	1.0
K12439	0.0	1.0	1.0	1.0	1.0	2.0
K12440	3.0	10.0	3.0	4.0	6.0	3.0
K12441	0.0	1.0	0.0	1.0	1.0	0.0
K12442	0.0	9.0	5.0	1.0	5.0	2.0
K12443	0.0	2.0	0.0	1.0	0.0	1.0
K12444	5.0	0.0	1.0	1.0	1.0	0.0
K12448	2.0	0.0	0.0	1.0	0.0	0.0
K12449	0.0	1.0	0.0	1.0	1.0	1.0
K12450	8.0	6.0	1.0	6.0	3.0	3.0
K12452	87.0	79.0	121.0	185.0	49.0	49.0
K12453	1.0	0.0	1.0	0.0	0.0	0.0
K12454	3.0	1.0	1.0	7.0	1.0	3.0
K12460	3.0	1.0	0.0	1.0	1.0	0.0
K12462	1.0	0.0	0.0	0.0	0.0	0.0
K12470	0.0	2.0	0.0	0.0	1.0	1.0
K12471	1.0	0.0	0.0	0.0	0.0	0.0
K12472	1.0	0.0	0.0	0.0	0.0	0.0
K12478	1.0	1.0	1.0	2.0	1.0	0.0
K12479	0.0	0.0	0.0	0.0	0.0	1.0
K12483	1.0	6.0	4.0	0.0	5.0	5.0
K12486	4.0	0.0	0.0	0.0	0.0	1.0
K12489	0.0	2.0	0.0	0.0	0.0	0.0
K12492	2.0	0.0	1.0	0.0	0.0	0.0
K12495	0.0	1.0	1.0	0.0	1.0	2.0
K12502	0.0	0.0	0.0	0.0	0.0	1.0
K12504	0.0	0.0	0.0	0.0	1.0	1.0
K12506	4.0	4.0	8.0	5.0	1.0	2.0
K12507	0.0	1.0	4.0	8.0	2.0	5.0
K12510	0.0	4.0	2.0	4.0	0.0	1.0
K12511	0.0	2.0	2.0	2.0	0.0	0.0
K12524	34.0	35.0	30.0	37.0	24.0	23.0
K12525	1.0	1.0	1.0	1.0	1.0	0.0
K12527	44.0	71.0	108.0	135.0	38.0	28.0
K12528	43.0	36.0	10.0	36.0	34.0	27.0
K12536	3.0	3.0	5.0	7.0	2.0	1.0
K12537	3.0	1.0	3.0	3.0	0.0	1.0
K12538	15.0	17.0	8.0	17.0	9.0	11.0
K12541	1.0	1.0	1.0	0.0	0.0	2.0
K12542	2.0	1.0	1.0	0.0	0.0	1.0
K12551	0.0	0.0	0.0	0.0	0.0	1.0
K12552	0.0	1.0	0.0	1.0	1.0	0.0
K12553	1.0	1.0	1.0	7.0	0.0	1.0
K12555	25.0	18.0	25.0	49.0	12.0	15.0
K12556	0.0	2.0	0.0	1.0	2.0	2.0
K12561	1.0	0.0	0.0	0.0	0.0	0.0
K12567	0.0	6.0	6.0	12.0	5.0	8.0
K12573	356.0	264.0	189.0	511.0	228.0	213.0
K12574	384.0	258.0	272.0	596.0	238.0	179.0
K12580	1.0	2.0	0.0	0.0	1.0	0.0
K12581	6.0	10.0	4.0	2.0	16.0	2.0
K12582	0.0	0.0	0.0	1.0	0.0	0.0
K12584	0.0	1.0	0.0	0.0	1.0	0.0
K12585	4.0	7.0	5.0	3.0	3.0	3.0
K12591	1.0	1.0	1.0	0.0	1.0	0.0
K12598	17.0	16.0	9.0	10.0	10.0	3.0
K12599	13.0	7.0	2.0	3.0	5.0	3.0
K12602	0.0	2.0	1.0	0.0	0.0	1.0
K12603	1.0	2.0	1.0	0.0	6.0	2.0
K12604	0.0	1.0	2.0	0.0	6.0	1.0
K12606	3.0	0.0	0.0	0.0	0.0	0.0
K12613	0.0	1.0	0.0	0.0	1.0	0.0
K12614	2.0	7.0	3.0	0.0	4.0	2.0
K12618	3.0	8.0	4.0	1.0	3.0	4.0
